1,1322489729,34670,40875.59,0,1,3.7,41.6,-82.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,0.18,0.02,-3,-18,22,387,525,-267,132,-43.7,-53.6,38,,,,,,,,,,,2.65,-0.61,-0.02,143,30,-346,556,-205,-374,,,,,,,,,,,,,,,,5123553997,1169884724,1042647274,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.08,5,21,37,-471,191,277,-111,26.5,138,,,,,,,,,,,,,,,,30,,,,,,,,,,,-0.05,-0.37,-0.43,-170,155,184,-1160,1400,-876,5
1,1322489729,62641,40875.59,0,1,3.66,42.8,-82.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,0.14,0.05,-2,-13,16,405,512,-254,129,-45.3,-49,38,,,,,,,,,,,2.79,-0.64,-0.11,146,35,-339,599,-206,-335,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.14,0.07,4,22,35,-472,184,281,-112,26.2,138,,,,,,,,,,,,,,,,31,,,,,,,,,,,-0.06,-0.37,-0.59,-178,164,182,-1150,1410,-871,5
1,1322489729,70653,40875.59,0,1,3.58,43.7,-82.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,0.08,0.05,-2,-6,8,409,511,-244,125,-46.8,-43.7,35,,,,,,,,,,,2.91,-0.69,-0.15,156,44,-307,613,-198,-319,,,,,,,,,,,,,,,,554698307,6875243852,1010841063,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,3,23,37,-468,190,275,-114,26,137,,,,,,,,,,,,,,,,32,,,,,,,,,,,-0.05,-0.27,-0.72,-182,172,185,-1130,1400,-863,5
1,1322489729,82654,40875.59,0,1,3.56,44.4,-82.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.03,0.08,-6,-5,7,422,513,-221,120,-48.1,-38.1,35,,,,,,,,,,,3.08,-0.72,-0.23,158,52,-305,646,-186,-268,,,,,,,,,,,,,,,,5594485974,1107929719,9978455638,,,,,,,,,,,,,,,,5,,,,,,,,,,,-0.31,0.16,0.07,5,24,38,-469,184,285,-115,25.8,137,,,,,,,,,,,,,,,,33,,,,,,,,,,,0.02,-0.24,-0.79,-185,182,188,-1120,1400,-855,5
1,1322489729,90637,40875.59,0,1,3.57,45.1,-81.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,0,0.13,-4,-9,0,418,508,-208,115,-49.1,-31.7,34,,,,,,,,,,,3.2,-0.77,-0.25,163,55,-288,670,-175,-241,,,,,,,,,,,,,,,,5521173932,1142683324,1004225829,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.14,0.07,5,23,37,-468,189,292,-117,25.5,137,,,,,,,,,,,,,,,,34,,,,,,,,,,,0.08,-0.27,-0.82,-188,195,188,-1100,1400,-843,5
1,1322489729,170626,40875.59,0,1,3.45,45.6,-81.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,-0.03,0.16,1,-9,-5,432,510,-189,110,-49.6,-25.8,33,,,,,,,,,,,3.31,-0.83,-0.3,160,59,-274,696,-174,-193,,,,,,,,,,,,,,,,5424730572,141266364,1006157378,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.14,0.07,6,22,36,-473,188,278,-118,25.1,137,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.14,-0.29,-0.82,-208,207,190,-1090,1400,-838,5
1,1322489729,190665,40875.59,0,1,3.31,46.2,-81.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.78,-0.06,0.15,1,-24,-8,438,508,-176,104,-49.9,-18.5,29,,,,,,,,,,,3.5,-0.83,-0.31,165,67,-225,721,-161,-121,,,,,,,,,,,,,,,,554659041,1441312778,9933471192,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.29,0.14,0.07,6,22,35,-471,183,284,-120,24.8,136,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.21,-0.24,-0.84,-215,214,190,-1060,1410,-831,5
1,1322489729,242723,40875.59,0,1,2.91,46.9,-82.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,-0.06,0.23,2,-36,-9,440,503,-163,98.6,-49.7,-11.4,28,,,,,,,,,,,3.53,-0.83,-0.21,153,70,-218,725,-152,-105,,,,,,,,,,,,,,,,5797016269,7150975658,985538415,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.29,0.14,0.07,3,23,35,-476,184,283,-122,24.5,135,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.27,-0.18,-0.85,-212,221,190,-1060,1410,-829,5
1,1322489729,267551,40875.59,0,1,2.31,47.4,-82.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,-0.03,0.33,-1,-19,-7,443,507,-140,93.2,-49,-4.49,27,,,,,,,,,,,3.4,-0.83,-0.11,143,78,-205,740,-133,-43,,,,,,,,,,,,,,,,5424730572,141266364,1006157378,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.29,0.14,0.08,6,22,36,-474,186,278,-124,24,135,,,,,,,,,,,,,,,,38,,,,,,,,,,,0.37,-0.21,-0.87,-221,223,194,-1040,1400,-819,5
1,1322489729,274689,40875.59,0,1,2,47.7,-82.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,1.48,-0.06,0.21,-18,18,1,449,499,-132,88.5,-48.1,1.82,22,,,,,,,,,,,3.48,-0.8,-0.15,135,96,-134,741,-115,14,,,,,,,,,,,,,,,,5485229352,12447054,1005100485,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.29,0.14,0.07,5,21,34,-470,188,283,-126,23.4,134,,,,,,,,,,,,,,,,39,,,,,,,,,,,0.43,-0.26,-0.89,-220,239,196,-1020,1410,-804,5
1,1322489729,286648,40875.59,0,1,2.41,47.8,-82.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,-0.08,0.1,-13,5,12,452,500,-115,83.7,-47,7.99,19,,,,,,,,,,,3.58,-0.72,-0.16,127,96,-99,735,-110,64,,,,,,,,,,,,,,,,5827762755,1254066481,9711160622,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.14,0.07,5,22,33,-475,193,280,-127,22.5,133,,,,,,,,,,,,,,,,42,,,,,,,,,,,0.48,-0.55,-0.87,-233,268,204,-1020,1410,-792,5
1,1322489729,306662,40875.59,0,1,2.49,47.8,-82.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,-0.06,0.08,-5,-7,12,450,498,-112,79,-45.6,14.2,18,,,,,,,,,,,3.5,-0.67,-0.07,94,106,-109,726,-97,110,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.29,0.16,0.05,4,22,35,-471,188,291,-129,21.4,133,,,,,,,,,,,,,,,,43,,,,,,,,,,,0.48,-0.53,-0.84,-261,269,195,-1010,1400,-784,5
1,1322489729,306720,40875.59,0,1,2.32,47.5,-82.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,-0.08,0.11,9,-7,11,447,496,-79,75.7,-43.9,19.1,17,,,,,,,,,,,3.15,-0.61,0.08,98,114,-72,726,-89,140,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,4,22,35,-471,183,277,-131,21.3,132,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.4,0.18,-0.85,-209,227,187,-979,1390,-763,5
1,1322489729,334711,40875.59,0,1,2.14,47,-82.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,-0.13,0.16,27,-3,10,446,496,-85,72.2,-41.9,24,16,,,,,,,,,,,3.02,-0.56,0.02,96,120,-47,707,-69,191,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,4,22,35,-471,183,277,-133,21.3,130,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.5,0.43,-0.77,-189,214,203,-970,1380,-735,5
1,1322489729,334829,40875.59,0,1,2.03,46.5,-82.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,-0.18,0.18,47,-4,4,446,504,-84,69.2,-40,28.2,15,,,,,,,,,,,2.95,-0.56,-0.03,88,116,-42,690,-64,250,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,4,22,35,-471,183,277,-134,21,129,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.74,0.45,-0.46,-169,207,214,-946,1360,-725,5
1,1322489729,334850,40875.59,0,1,1.9,45.9,-82.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,-0.16,0.16,64,-1,1,444,497,-68,66.4,-37.8,32.4,14,,,,,,,,,,,2.92,-0.53,-0.02,85,104,-14,671,-58,262,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,4,22,35,-471,183,277,-135,20.2,127,,,,,,,,,,,,,,,,35,,,,,,,,,,,0.98,0.18,-0.1,-162,201,219,-930,1360,-715,5
1,1322489729,346636,40875.59,0,1,1.85,45.5,-82.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,-0.13,0.11,72,-2,6,435,494,-59,64.1,-35.7,36,13,,,,,,,,,,,2.79,-0.58,0.11,47,114,-38,641,-38,313,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,4,22,35,-471,183,277,-136,19,126,,,,,,,,,,,,,,,,34,,,,,,,,,,,1.09,-0.19,0.16,-161,199,214,-929,1370,-711,5
1,1322489729,346676,40875.59,0,1,1.69,45.5,-81.9,7,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,-0.11,0,63,-13,8,443,495,-46,62.4,-33.1,39.1,14,,,,,,,,,,,2.47,-0.59,0.28,52,121,-35,640,-32,335,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,4,22,35,-471,183,277,-136,17.5,125,,,,,,,,,,,,,,,,35,,,,,,,,,,,1.04,-0.47,0.28,-174,210,214,-928,1370,-709,5
1,1322489729,358632,40875.59,0,1,1.28,45.6,-81.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,1.49,-0.13,-0.02,37,-19,14,438,493,-9,61.3,-30.7,41.7,15,,,,,,,,,,,2.39,-0.67,0.38,52,131,-33,612,-10,369,,,,,,,,,,,,,,,,5657446853,9336071773,9954912686,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.29,0.16,0.05,4,23,36,-476,193,276,-136,16.2,124,,,,,,,,,,,,,,,,38,,,,,,,,,,,0.96,-0.48,0.31,-206,224,221,-927,1370,-723,5
1,1322489729,358670,40875.59,0,1,0.75,45.9,-82,2,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,-0.14,-0.02,5,-1,19,442,489,-2,60.3,-28,44.2,14,,,,,,,,,,,2.47,-0.79,0.34,52,131,-9,569,2,409,,,,,,,,,,,,,,,,5443080586,1179611664,1010978897,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.14,0.07,5,22,36,-481,192,277,-136,15,123,,,,,,,,,,,,,,,,40,,,,,,,,,,,0.88,-0.29,0.3,-213,232,226,-926,1380,-712,5
1,1322489729,374673,40875.59,0,1,0.48,46.3,-81.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,-0.16,-0.07,-16,29,22,427,499,11,59.7,-25.5,46.5,14,,,,,,,,,,,2.44,-0.93,0.41,5,133,-42,553,11,424,,,,,,,,,,,,,,,,5582441814,9645819033,1002280531,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.07,4,22,35,-473,191,279,-137,14.1,123,,,,,,,,,,,,,,,,38,,,,,,,,,,,0.83,-0.13,0.28,-195,223,230,-928,1380,-728,5
1,1322489729,414655,40875.59,0,1,0.49,46.8,-81.4,8,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,-0.16,-0.23,-41,65,30,422,495,32,59.5,-22.6,48.3,15,,,,,,,,,,,2.34,-1.03,0.51,-2,143,-30,515,37,456,,,,,,,,,,,,,,,,5784062056,9522036503,9825583414,,,,,,,,,,,,,,,,4,,,,,,,,,,,-0.31,0.16,0.05,4,23,35,-473,185,280,-137,13.2,121,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.8,-0.06,0.26,-179,215,235,-941,1390,-736,5
